suite,run_id,num_bonded,rl_capacity,background_rpa_rate_per_min,attack_rpa_rate_per_min,active_skew,rpa_rotation_interval_min,rssi_noise_db,seed,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes
ablation,m3abl_heavy_flood_s20260531,128,8,1000.0,10000.0,1.1,15,6.0,20260531,P3-NoPersist,True,60,240,48002,786.918033,0.709302,0,0,0.0,10860.0,0.290698,0,0,0,0,59,0,0,3719,5760.24,2160
ablation,m3abl_heavy_flood_s20260531,128,8,1000.0,10000.0,1.1,15,6.0,20260531,P3-NoCache,True,60,240,48061,787.885246,0.709302,0,0,0.0,10860.0,0.290698,0,0,0,0,0,0,0,3719,5767.32,1136
ablation,m3abl_heavy_flood_s20260531,128,8,1000.0,10000.0,1.1,15,6.0,20260531,P3-NoBudget,True,60,240,5277480,61366.046512,1.0,0.0,0.0,0.0,1197660.0,0.0,0,0,0,0,72,14,0,0,633297.6,2096
ablation,m3abl_heavy_flood_s20260531,128,8,1000.0,10000.0,1.1,15,6.0,20260531,P3-NoTrust,True,60,240,48002,786.918033,0.709302,0,0,0.0,10860.0,0.290698,0,0,0,0,59,0,25,39560,5760.24,2144
ablation,m3abl_heavy_flood_s20260531,128,8,1000.0,10000.0,1.1,15,6.0,20260531,P3-NoRL,True,60,240,48002,786.918033,0.709302,0,0,0.0,10860.0,0.290698,0,0,0,0,59,0,0,3719,5760.24,1104
ablation,m3abl_heavy_flood_s20260601,128,8,1000.0,10000.0,1.1,15,6.0,20260601,ZephyrCache,True,60,240,5291521,48104.736364,1.0,0.0,0.0,0.0,1203000.0,0.0,0,0,0,0,103,6,0,0,634982.52,1024
ablation,m3abl_heavy_flood_s20260601,128,8,1000.0,10000.0,1.1,15,6.0,20260601,Freq-RL,True,60,240,5294718,48133.8,1.0,0.0,0.0,0.0,1203000.0,0.0,0,0,0,0,0,32,0,0,635366.16,1056
ablation,m3abl_heavy_flood_s20260601,128,8,1000.0,10000.0,1.1,15,6.0,20260601,BudgetDoS,True,60,240,48050,942.156863,0.463636,0,0.0,0.0,10890.0,0.536364,0,0,0,0,0,1,59,39737,5766.0,1120
ablation,m3abl_heavy_flood_s20260601,128,8,1000.0,10000.0,1.1,15,6.0,20260601,P3-NoPersist,True,60,240,48000,941.176471,0.463636,0,0.0,0.0,10890.0,0.536364,0,0,0,0,50,1,7,3700,5760.0,2160
ablation,m3abl_heavy_flood_s20260601,128,8,1000.0,10000.0,1.1,15,6.0,20260601,P3-NoCache,True,60,240,48050,942.156863,0.463636,0,0.0,0.0,10890.0,0.536364,0,0,0,0,0,1,7,3700,5766.0,1136
